uid,dataset,otsu_iou,otsu+ref_iou,box_iou,box+ref_iou,mvp_iou,mvp+ref_iou
ddti_489a74d797,ddti,0.5793216630196937,0.8169038833245476,0.7132564841498559,0.866859377656861,0.8169038833245476,0.8169038833245476
ddti_b40cf90f18,ddti,0.3834296724470135,0.5157146134434504,0.42980935875216636,0.5279601539506452,0.3834296724470135,0.5157146134434504
ddti_7c62604dba,ddti,0.5321015207349353,0.8039310197086547,0.7331189710610932,0.8078617255577899,0.5321015207349353,0.8039310197086547
ddti_4b8d19d7a1,ddti,0.02295462233605567,0.14894508140935028,0.730499235264128,0.8389039017683592,0.14894508140935028,0.14894508140935028
ddti_8dad71b90d,ddti,0.4672236503856041,0.5931823278762054,0.47891963109354413,0.5888143176733781,0.4672236503856041,0.5931823278762054
ddti_a8736f35aa,ddti,0.6779448621553885,0.7146872803935348,0.6775203506574827,0.7209964412811388,0.7209964412811388,0.7209964412811388
ddti_5dfcfa97df,ddti,0.5287598461256641,0.623504966551794,0.7693863196764551,0.7496062992125985,0.7693863196764551,0.7496062992125985
ddti_ad3b19cbcd,ddti,0.06461688628599317,0.27122464312546957,0.6899566821755174,0.8456973293768546,0.06461688628599317,0.27122464312546957
ddti_e9be59c1a3,ddti,0.12629945694336694,0.32868641606505683,0.606810648989629,0.7870451237263464,0.7870451237263464,0.7870451237263464
ddti_3db3d34949,ddti,0.792358803986711,0.8562144597887896,0.7013641133263379,0.8377192982456141,0.7013641133263379,0.8377192982456141
ddti_fd470c1032,ddti,0.24191076667104514,0.4173745864258249,0.748104247957005,0.8602354904505841,0.748104247957005,0.8602354904505841
ddti_640c4f6df2,ddti,0.5445160441872698,0.7013057671381937,0.7419185435873498,0.7721965038347267,0.7419185435873498,0.7721965038347267
ddti_c9d3b7aed1,ddti,0.5976439356230298,0.4877517371334354,0.7224293117556142,0.8175753153340978,0.5976439356230298,0.4877517371334354
ddti_7ddf6c0f99,ddti,0.12562034739454095,0.364461738002594,0.6508846657929227,0.7860294117647059,0.7860294117647059,0.7860294117647059
ddti_7fdea6c059,ddti,0.030252276771694755,0.24407503088846455,0.42984042135052275,0.5490769696358317,0.030252276771694755,0.24407503088846455
ddti_a24384ffc8,ddti,0.43257864155479864,0.7079854169116783,0.6396343011936003,0.8327836814461952,0.43257864155479864,0.7079854169116783
ddti_2678dc79df,ddti,0.08438680019701199,0.27340241796200343,0.7080373831775701,0.876210235131397,0.7080373831775701,0.876210235131397
ddti_3cb770272f,ddti,0.7182835820895522,0.8549962434259955,0.7303902246748127,0.7936784469885515,0.7303902246748127,0.7936784469885515
ddti_12d95b37a4,ddti,0.7429178470254958,0.7957227138643068,0.643507972665148,0.7744874715261959,0.7957227138643068,0.7957227138643068
ddti_b1ee2d97ca,ddti,0.704248366013072,0.7708860759493671,0.72658060244952,0.7667081776670818,0.7708860759493671,0.7708860759493671
ddti_be9223a0e9,ddti,0.43356341673856774,0.5764235764235764,0.5712265818310357,0.7053610988037218,0.5764235764235764,0.5764235764235764
ddti_2a1acce5a7,ddti,0.08401253918495298,0.2760282223369472,0.6964212818070485,0.7208829509148998,0.6964212818070485,0.7208829509148998
ddti_e045a21668,ddti,0.5352855379782341,0.7373820754716981,0.7955652264014091,0.8160278745644599,0.5352855379782341,0.7373820754716981
ddti_a76252d2b4,ddti,0.5658039647577092,0.7039370078740157,0.5853033323839362,0.7084603658536586,0.5853033323839362,0.7084603658536586
ddti_187f4dab10,ddti,0.6377338877338877,0.6849917537108301,0.7682926829268293,0.6610720086626962,0.6377338877338877,0.6849917537108301
ddti_4016772991,ddti,0.40421329822251484,0.6134033508377095,0.39857189224277834,0.6184840090657265,0.6134033508377095,0.6134033508377095
ddti_dc43010854,ddti,0.10982438279460423,0.36666666666666664,0.3822508676251859,0.4955915813424346,0.36666666666666664,0.36666666666666664
ddti_787c8b3c4b,ddti,0.7287113790504898,0.8078690935833793,0.7278338100255909,0.796629005371365,0.7278338100255909,0.796629005371365
ddti_233bdfbf21,ddti,0.7671821305841925,0.9109559144478394,0.7362673726009266,0.9183585313174946,0.7671821305841925,0.9109559144478394
ddti_ac743820ef,ddti,0.6425813568670712,0.72,0.6470917225950783,0.7475285171102661,0.6425813568670712,0.72
ddti_7599103e43,ddti,0.5609908224182483,0.6693476318141197,0.7131091283459162,0.8015866172285936,0.5609908224182483,0.6693476318141197
ddti_6c5aa6a01f,ddti,0.5609908224182483,0.6693476318141197,0.7131091283459162,0.8015866172285936,0.5609908224182483,0.6693476318141197
ddti_a94de71ed0,ddti,0.11841541755888652,0.46092184368737477,0.40817152103559873,0.5173913043478261,0.40817152103559873,0.5173913043478261
ddti_e217109e28,ddti,0.4218865143699337,0.5466123280692817,0.3723675813656669,0.5942184154175589,0.4218865143699337,0.5466123280692817
