uid,dataset,best_iou,best_conf,hit25,hit_lowconf,area_ratio,diag,contrast,w,h
tn3k_123cbf01bd,tn3k,0.43993686402256776,0.0018702361267060041,0.0,0.0,0.155914306640625,231.60742647851342,59.14969087427906,191,131
tn3k_e050c0f8dd,tn3k,0.6859250153657037,0.011731679551303387,0.0,1.0,0.0131378173828125,48.16637831516918,9.729965156794426,36,32
tn3k_8f32288f9c,tn3k,0.8131868131868132,0.8507245779037476,1.0,1.0,0.0792236328125,113.45483682946268,22.474969385767167,74,86
tn3k_053bfdf068,tn3k,0.6821705426356589,0.7576290965080261,1.0,1.0,0.01849365234375,55.60575509783138,22.330097062501284,44,34
tn3k_3538cd8e63,tn3k,0.8933002481389578,0.7849144339561462,1.0,1.0,0.008544921875,38.41874542459709,13.9438025210084,30,24
tn3k_12b9b2e7b0,tn3k,0.7983870967741935,0.839837372303009,1.0,1.0,0.0295867919921875,71.06335201775947,43.830207287171,45,55
tn3k_ac15c997d4,tn3k,0.765183752417795,0.8071151971817017,1.0,1.0,0.022186279296875,62.96824596572466,23.94804804575641,46,43
tn3k_00daec2730,tn3k,0.886765899864682,0.8444939255714417,1.0,1.0,0.1885223388671875,181.738823590338,29.13435691661651,127,130
tn3k_cee3119b00,tn3k,0.7576013513513513,0.8363848328590393,1.0,1.0,0.0953369140625,135.4843164355196,28.783195994146695,116,70
tn3k_49c7c236dd,tn3k,0.8857057594747837,0.8311055898666382,1.0,1.0,0.076446533203125,124.82387592123551,31.40409859438033,110,59
tn3k_791faec81f,tn3k,0.9211553473848556,0.8513513207435608,1.0,1.0,0.0275421142578125,71.28113354878694,16.541647201375586,40,59
tn3k_d2c8216947,tn3k,0.8423194303153612,0.8347957730293274,1.0,1.0,0.1013336181640625,136.5283853270081,-63.22973488595874,72,116
tn3k_606e589ecf,tn3k,0.8832821412900395,0.7453040480613708,1.0,1.0,0.1472625732421875,157.1146078504478,3.3971470584807975,99,122
tn3k_9667cba6ba,tn3k,0.8393782383419689,0.6940836310386658,1.0,1.0,0.0689544677734375,105.60303025955268,8.497206349458892,84,64
tn3k_604aad6ea1,tn3k,0.7629726632836799,0.7353500127792358,1.0,1.0,0.1161651611328125,143.6697602141801,-2.7856656115157676,79,120
tn3k_ed0acccbea,tn3k,0.8367794057236752,0.8528357744216919,1.0,1.0,0.07135009765625,115.66330446602328,37.625827163407166,97,63
tn3k_553977c522,tn3k,0.9428690575479566,0.883569598197937,1.0,1.0,0.1621856689453125,165.51737068960466,30.05206272574857,114,120
tn3k_b067593212,tn3k,0.4169937658739321,0.6184134483337402,0.0,0.0,0.018829345703125,60.108235708594876,5.012285391539848,42,43
tn3k_5c8ad8600c,tn3k,0.7283349561830574,0.03178085759282112,0.0,1.0,0.0695648193359375,111.21151019566275,18.139612199343432,88,68
tn3k_e2a0bb299b,tn3k,0.9140316205533597,0.7282344698905945,1.0,1.0,0.011962890625,45.221676218380054,32.78930890538034,37,26
tn3k_e22a0835fe,tn3k,0.9452668805000412,0.866379976272583,1.0,1.0,0.6287689208984375,317.6161204976851,40.276806050985584,256,188
tn3k_dbc5b57a99,tn3k,0.9093610698365527,0.7803788781166077,1.0,1.0,0.0968170166015625,149.37536610833797,33.07970987174352,133,68
tn3k_c0ac76817a,tn3k,0.7357377049180328,0.8215909600257874,1.0,1.0,0.032989501953125,78.87331614684399,-0.527692348354698,61,50
tn3k_c6079fc26e,tn3k,0.6292998292266406,0.003954644314944744,0.0,1.0,0.1258697509765625,169.77926846349644,19.187630319739924,156,67
tn3k_f066f1047a,tn3k,0.8796146435452794,0.8802427053451538,1.0,1.0,0.1562042236328125,159.2262541165872,60.00023874108535,108,117
tn3k_fb0bfb7ba1,tn3k,0.8940033783783784,0.8133649826049805,1.0,1.0,0.143280029296875,169.95587662684687,11.332819576589543,146,87
tn3k_1ebd8193e5,tn3k,0.8261161785885742,0.32439252734184265,1.0,1.0,0.49627685546875,301.3585903869342,22.583364512976033,256,159
tn3k_0e4f3eb55d,tn3k,0.8682851239669421,0.31339266896247864,1.0,1.0,0.0336456298828125,91.67878707749138,34.83378169449598,82,41
tn3k_407579313b,tn3k,0.8343189073211575,0.809623122215271,1.0,1.0,0.1956939697265625,196.91876497682998,31.896439541688764,164,109
tn3k_4be0dbda19,tn3k,0.7333077513430545,0.17863522469997406,0.0,1.0,0.024383544921875,65.80273550544841,13.535010069864953,53,39
tn3k_750d2c44a9,tn3k,0.805689569123274,0.0013622299302369356,0.0,1.0,0.26043701171875,212.24985276791125,10.799034362442498,167,131
tn3k_c7f6f5dc5a,tn3k,0.8318329821873205,0.8012396097183228,1.0,1.0,0.2667083740234375,237.54157530840786,9.366038023126464,215,101
tn3k_ae0436d357,tn3k,0.9200746384699113,0.8490505218505859,1.0,1.0,0.0697174072265625,117.04699910719626,47.17160128392071,98,64
tn3k_5ce4ec7510,tn3k,0.8206896551724138,0.4904712438583374,1.0,1.0,0.0046539306640625,29.068883707497267,51.61962955077709,22,19
tn3k_a4330f21f2,tn3k,0.7856105405125013,0.8240199685096741,1.0,1.0,0.377410888671875,266.8126683649035,-10.695385226757274,233,130
tn3k_35d695e619,tn3k,0.7147660541769274,0.7937880754470825,1.0,1.0,0.156280517578125,191.44189719076647,67.18921075967259,145,125
tn3k_717884e964,tn3k,0.9054848617814831,0.8572359085083008,1.0,1.0,0.364837646484375,253.21334877924585,61.96611684059125,201,154
tn3k_c7ee403f83,tn3k,0.8437694289013233,0.31074851751327515,1.0,1.0,0.2383270263671875,201.30822139197394,-4.5409450629919945,126,157
tn3k_739bc9d6f5,tn3k,0.8836580086580087,0.7677655816078186,1.0,1.0,0.3366241455078125,256.3201123595259,15.723931846737678,216,138
tn3k_af3ff464c9,tn3k,0.9086743287426929,0.8593485355377197,1.0,1.0,0.45074462890625,292.4739304621867,43.109949416915214,254,145
tn3k_ae92ade071,tn3k,0.7183673469387755,0.847653329372406,1.0,1.0,0.0367279052734375,84.38009243891595,50.970887355962134,72,44
tn3k_3f08a57d30,tn3k,0.8175915717260811,0.0666569396853447,0.0,1.0,0.1599578857421875,175.32826355154492,19.429075034793826,148,94
tn3k_f77a09ea13,tn3k,0.7540983606557377,0.014195014722645283,0.0,1.0,0.007720947265625,35.35533905932738,29.868044998479775,25,25
tn3k_3c47e1b68d,tn3k,0.876993166287016,0.01876181736588478,0.0,1.0,0.2053985595703125,195.35864454894235,6.090515776108077,166,103
tn3k_10f48ba220,tn3k,0.836260817410676,0.8662039041519165,1.0,1.0,0.264862060546875,218.65269264292172,26.103668726902043,172,135
tn3k_4716969eff,tn3k,0.9153995305643433,0.8306949138641357,1.0,1.0,0.1107940673828125,155.63097378092831,42.62100781327956,139,70
tn3k_9eb4c9e82a,tn3k,0.7918562329390355,0.7538329362869263,1.0,1.0,0.083953857421875,132.83448347473634,3.180089953158813,118,61
tn3k_28237989c5,tn3k,0.7982456140350878,0.7206925749778748,1.0,1.0,0.1134490966796875,150.89400253157845,18.428534468810184,100,113
tn3k_3a84ed43e0,tn3k,0.921545921690671,0.7437569499015808,1.0,1.0,0.1400299072265625,165.3027525481654,32.734701152295884,126,107
tn3k_65dc4dca5a,tn3k,0.7468862149039477,0.02845432423055172,0.0,1.0,0.0592193603515625,95.4829827770373,26.608955471292035,69,66
tn3k_6fb6c0c028,tn3k,0.8298901098901099,0.5709173679351807,1.0,1.0,0.0450592041015625,87.04596486914255,11.54803319435847,59,64
tn3k_d4cedf333d,tn3k,0.9223125018878183,0.8113981485366821,1.0,1.0,0.3660736083984375,254.09643838511394,-16.926750853382615,199,158
tn3k_c87a847f5e,tn3k,0.888,0.13981662690639496,0.0,1.0,0.3341827392578125,276.4489102890442,19.176371197365867,250,118
tn3k_ec2dc65c9d,tn3k,0.7525039918710988,0.4556731879711151,1.0,1.0,0.1611175537109375,185.59364213248256,23.75220097191633,166,83
tn3k_668480a0e1,tn3k,0.7707552984685411,0.05744118243455887,0.0,1.0,0.17938232421875,197.3854097951518,10.507134481268395,135,144
tn3k_62c106ab9e,tn3k,0.8912542521672336,0.8313085436820984,1.0,1.0,0.319915771484375,229.82819670353766,-5.544732796138405,186,135
tn3k_e383d892cc,tn3k,0.8408653846153846,0.7787907719612122,1.0,1.0,0.2068328857421875,199.97249810911498,5.926934902387714,167,110
tn3k_b6389d414e,tn3k,0.90625,0.7722364068031311,1.0,1.0,0.008331298828125,38.948684188300895,57.29558846950151,29,26
tn3k_af9969810c,tn3k,0.6208105335157319,0.0018655777676030993,0.0,1.0,0.0721588134765625,173.21951391226105,27.527270709835733,137,106
tn3k_0da4e51ea4,tn3k,0.7719475277497477,0.8305462002754211,1.0,1.0,0.0219573974609375,61.71709649683789,8.285538833839702,47,40
tn3k_23a6a670c5,tn3k,0.7262569832402235,0.7495440244674683,1.0,1.0,0.00299072265625,24.698178070456937,34.69472789115647,21,13
tn3k_c7e252f632,tn3k,0.6956521739130435,0.8550145626068115,1.0,1.0,0.005218505859375,30.610455730027933,39.20384294068504,24,19
tn3k_7e276061f2,tn3k,0.6719118804091266,0.8016186356544495,1.0,1.0,0.024810791015625,69.83552104767315,17.11331830880563,61,34
tn3k_590deedf34,tn3k,0.8113054087027247,0.8506469130516052,1.0,1.0,0.1190948486328125,151.18200951171406,23.900169557270388,134,70
tn3k_4b0e949d30,tn3k,0.6807446512920255,0.8133591413497925,1.0,1.0,0.032440185546875,70.00714249274856,2.3421363100639496,49,50
tn3k_35e6fc5a11,tn3k,0.8357771260997068,0.8289982080459595,1.0,1.0,0.0740966796875,123.89108119634763,57.48641994411425,110,57
tn3k_296169decd,tn3k,0.6784841075794621,0.0012111980468034744,0.0,1.0,0.0878143310546875,131.2288078129189,-1.9774291603732053,114,65
tn3k_06a3d8dc62,tn3k,0.6745161290322581,0.7424858808517456,1.0,1.0,0.0255889892578125,65.43699259593154,2.0772513649872053,51,41
tn3k_19a026406b,tn3k,0.8923026315789474,0.8608033061027527,1.0,1.0,0.3977508544921875,246.60291969074495,36.214681759732954,198,147
tn3k_8f329a1655,tn3k,0.8598376837025663,0.7593578696250916,1.0,1.0,0.3712158203125,284.25516705945734,58.85229958701146,224,175
tn3k_2f57a34a70,tn3k,0.8303411131059246,0.0036258327309042215,0.0,1.0,0.0448760986328125,95.4148835350125,44.398436205585256,80,52
tn3k_71a5ca06ee,tn3k,0.7583737583737584,0.059346072375774384,0.0,1.0,0.0412139892578125,96.56603957913983,33.84064973367464,51,82
tn3k_0bf4ed2885,tn3k,0.689119170984456,0.8116585612297058,1.0,1.0,0.09454345703125,154.5477272560163,24.665650301629626,134,77
tn3k_fa60cf7e34,tn3k,0.8035892323030908,0.8040516376495361,1.0,1.0,0.037933349609375,80.91971329657564,41.07317765199403,62,52
tn3k_c4b29c81c3,tn3k,0.7141472868217055,0.6871131062507629,1.0,1.0,0.0648040771484375,108.90362712049586,14.609847046895027,76,78
tn3k_2e91424732,tn3k,0.860655737704918,0.02516784332692623,0.0,1.0,0.0186920166015625,56.22277118748239,-1.4761070879964961,44,35
tn3k_cb94cef301,tn3k,0.7279267495094833,0.030830498784780502,0.0,1.0,0.032012939453125,75.07329751649384,-30.0984534934324,56,50
tn3k_c11ac56796,tn3k,0.7463059786315072,0.6620311141014099,1.0,1.0,0.0474700927734375,95.0,26.441658630665373,57,76
tn3k_ac9d77257a,tn3k,0.8050139275766016,0.8715804815292358,1.0,1.0,0.0447845458984375,86.83317338436964,16.872617138848724,54,68
tn3k_d86e698727,tn3k,0.8782129742962056,0.7393317818641663,1.0,1.0,0.017120361328125,56.586217403180434,18.759657398312868,41,39
tn3k_a1e4c6f7e2,tn3k,0.7715528722365267,0.102351613342762,0.0,1.0,0.075531005859375,148.94965592440957,-9.494370146802886,125,81
tn3k_5d04fafee6,tn3k,0.9286035024696901,0.8766009211540222,1.0,1.0,0.102386474609375,129.49517365523704,37.070102635984306,95,88
tn3k_c4622243ee,tn3k,0.904377293110477,0.7818453311920166,1.0,1.0,0.489654541015625,281.51376520518494,-4.625573296990481,235,155
tn3k_0b771d1854,tn3k,0.9064807219031994,0.7336861491203308,1.0,1.0,0.34417724609375,241.9008061168875,-9.941165007013382,204,130
tn3k_3058f724ee,tn3k,0.9395308801377232,0.7482860088348389,1.0,1.0,0.055389404296875,95.42536350467836,11.24096785687695,75,59
tn3k_2d486a7f96,tn3k,0.8171834625322998,0.45195040106773376,1.0,1.0,0.2003021240234375,188.91532494744834,22.637943605872294,165,92
tn3k_00fcf093a4,tn3k,0.9487179487179487,0.8582808375358582,1.0,1.0,0.062591552734375,101.86265262597475,30.283850421838064,74,70
tn3k_ad2c151812,tn3k,0.907469342251951,0.8634144067764282,1.0,1.0,0.2386016845703125,198.31288409984865,48.79710429334985,148,132
tn3k_6597c33f5c,tn3k,0.8453282828282829,0.833573579788208,1.0,1.0,0.0790557861328125,121.79490958164057,29.07916226044422,103,65
tn3k_e5b4ab155f,tn3k,0.9319044132330426,0.7778069972991943,1.0,1.0,0.158660888671875,192.41881404893857,39.0946661241888,175,80
tn3k_2faa8d2572,tn3k,0.9013026926972375,0.8722003698348999,1.0,1.0,0.315460205078125,236.57979626333267,120.19237724603987,197,131
tn3k_e1c42214a5,tn3k,0.7955502104630187,0.003145977621898055,0.0,1.0,0.0374603271484375,79.20227269466452,7.6392016293279,63,48
tn3k_5171952d76,tn3k,0.6179660702697691,0.8617969155311584,1.0,1.0,0.1443328857421875,166.20770138594662,-17.220828486840816,101,132
tn3k_a5d635abe5,tn3k,0.4927442061944986,0.4699708819389343,0.0,0.0,0.0234375,73.824115301167,30.226752555641816,35,65
tn3k_244b4caecd,tn3k,0.8886213124623721,0.012589102610945702,0.0,1.0,0.036376953125,96.93296652842108,26.376790850568415,36,90
tn3k_808a8c04b4,tn3k,0.9558823529411765,0.7869958877563477,1.0,1.0,0.0330810546875,78.54934754662193,20.837971649818424,41,67
tn3k_255c51cbfa,tn3k,0.7928135816713368,0.8440544605255127,1.0,1.0,0.07037353515625,108.18964830333816,25.652254079770074,76,77
tn3k_ac9f3a9d04,tn3k,0.7091152815013405,0.015378404408693314,0.0,1.0,0.007110595703125,37.53664875824692,-54.618007448959986,28,25
tn3k_baa30cfc65,tn3k,0.7665298677610579,0.7725780010223389,1.0,1.0,0.023468017578125,64.35060217278468,20.45203329706395,46,45
tn3k_e3b71af23d,tn3k,0.7301587301587301,0.7750092148780823,1.0,1.0,0.0439453125,99.85990186255943,18.20505379771288,84,54
tn3k_49c3d9e0ef,tn3k,0.5834976988823143,0.0013051778078079224,0.0,1.0,0.0374755859375,100.9554357129917,8.45858215707564,56,84
tn3k_17a376ef7a,tn3k,0.7425682261208577,0.8227630853652954,1.0,1.0,0.178558349609375,180.41341413542398,13.381239344735032,143,110
tn3k_3b73966134,tn3k,0.7450166112956811,0.41582509875297546,1.0,1.0,0.0100250244140625,45.27692569068709,-23.01142553873268,39,23
tn3k_9d5c35580d,tn3k,0.816825202897286,0.82363361120224,1.0,1.0,0.10595703125,148.60013458944107,7.075985434496381,109,101
tn3k_66d130eff3,tn3k,0.920517474056494,0.4567353427410126,1.0,1.0,0.212158203125,204.04411287758342,32.76229629380056,135,153
tn3k_517fb8dd10,tn3k,0.9105046948356808,0.8142639994621277,1.0,1.0,0.110198974609375,143.28293687665675,31.227904628284563,109,93
tn3k_2d1c388312,tn3k,0.8179162609542356,0.15154147148132324,0.0,1.0,0.0172119140625,59.464274989274024,-4.180621032607576,40,44
tn3k_2d2b5a5360,tn3k,0.6296296296296297,0.690926194190979,1.0,1.0,0.0126190185546875,47.4236228055175,31.931798067428872,35,32
tn3k_91888c0ca2,tn3k,0.836424957841484,0.7921788692474365,1.0,1.0,0.0113677978515625,48.104053883222775,32.22636708491392,35,33
tn3k_4d219a66dc,tn3k,0.8439466691529532,0.0013059206539765,0.0,1.0,0.2882232666015625,292.60553651631403,42.08944027117529,243,163
tn3k_2147053287,tn3k,0.8591784144308019,0.7492014169692993,1.0,1.0,0.0657196044921875,123.48279232346505,20.200726528949758,112,52
tn3k_06b83e3ad9,tn3k,0.7263017356475301,0.01988058350980282,0.0,1.0,0.0128021240234375,88.95504482602435,20.74687951423408,83,32
tn3k_aa6051fafc,tn3k,0.7807407407407407,0.7555353045463562,1.0,1.0,0.0802764892578125,131.48764200486676,35.87583055510525,108,75
tn3k_022b174b12,tn3k,0.8883212261515128,0.7971924543380737,1.0,1.0,0.12744140625,155.56991997169632,7.0601657225334336,109,111
tn3k_0bb62bcc82,tn3k,0.9152542372881356,0.791377067565918,1.0,1.0,0.0223236083984375,64.66065264130884,30.044250077975164,55,34
tn3k_4c7ff2a789,tn3k,0.9,0.7800547480583191,1.0,1.0,0.0123748779296875,48.41487374764082,67.50165623375452,38,30
tn3k_96e2023c6f,tn3k,0.7142857142857143,0.8278177976608276,1.0,1.0,0.018524169921875,58.249463516842795,38.949642487134625,48,33
tn3k_777ac21d90,tn3k,0.9569202566452796,0.5993759036064148,1.0,1.0,0.0478668212890625,94.02127418834527,13.228272897721595,58,74
tn3k_5696e50027,tn3k,0.8426966292134831,0.8316271305084229,1.0,1.0,0.014495849609375,53.2634959423431,13.97343263819927,41,34
tn3k_c348f31a7c,tn3k,0.39200171086398633,0.8098775744438171,0.0,0.0,0.0851593017578125,176.13914953808538,44.98266216015819,167,56
tn3k_5c10a50bcc,tn3k,0.7898302445102009,0.8275143504142761,1.0,1.0,0.4744110107421875,279.2579452764057,11.32283777954224,216,177
tn3k_0a5da3998e,tn3k,0.9246485710667398,0.8387584090232849,1.0,1.0,0.2694091796875,216.44860821913363,78.47393813006663,149,157
tn3k_120764bb3d,tn3k,0.9422142927941323,0.8239736557006836,1.0,1.0,0.1159820556640625,141.48498153514387,32.051492021375154,97,103
tn3k_9215f94b5b,tn3k,0.9157416750756812,0.0033902970608323812,0.0,1.0,0.13037109375,171.84004189943624,-10.860775293725311,120,123
tn3k_726b72c489,tn3k,0.8860759493670886,0.6437094211578369,1.0,1.0,0.0316314697265625,85.90692637965812,43.43484541966899,36,78
tn3k_df845d2565,tn3k,0.7580487804878049,0.650462806224823,1.0,1.0,0.0101165771484375,45.17742799230607,28.663783667313076,21,40
tn3k_e70e3dbb4b,tn3k,0.9417460380192072,0.8551912903785706,1.0,1.0,0.308990478515625,223.1815404552984,16.67740825187417,173,141
tn3k_a7c4e64d87,tn3k,0.7248270561106841,0.5201911926269531,1.0,1.0,0.0245361328125,64.66065264130884,75.71515889938065,41,50
tn3k_29b296a0c1,tn3k,0.753407105416424,0.0021418659016489983,0.0,1.0,0.0917510986328125,128.7245120402482,62.75409328464061,93,89
tn3k_cff6e24402,tn3k,0.8571708463949843,0.5560792088508606,1.0,1.0,0.2779541015625,228.0372776543344,24.112099460909327,176,145
tn3k_419443b4aa,tn3k,0.8220588235294117,0.8046087026596069,1.0,1.0,0.094757080078125,130.38404810405297,76.31579463382238,86,98
tn3k_a48f5a3bd5,tn3k,0.7368951612903226,0.7648985981941223,1.0,1.0,0.016357421875,58.008620049092706,42.037571540792285,34,47
tn3k_7e1390b927,tn3k,0.9411764705882353,0.8236672878265381,1.0,1.0,0.036834716796875,91.92388155425118,35.594122166885725,65,65
