uid,dataset,rough_box_dice,rough_otsu_dice,cover_otsu,cover_box,ref_box_dice,ref_otsu_dice
tn3k_ba14c8a36b,tn3k,0.8708161582852432,0.8034859965346919,0.7331980366245044,0.997073815367189,0.9472175097369239,0.9172363709212932
tn3k_e12b0ef506,tn3k,0.8397416833071335,0.7827514174873172,0.7962560080951177,1.0,0.9551196971931377,0.893730407523511
tn3k_be4c155142,tn3k,0.8565896833079796,0.9053926206244087,0.8613861386138614,0.9291929192919292,0.8868110236220472,0.8889988454560449
tn3k_8b669ded91,tn3k,0.6850152905198776,0.8262910798122066,0.8642857142857143,1.0,0.9010458567980691,0.89252896524171
tn3k_33814ec0d8,tn3k,0.7796883002853588,0.6839622641509434,0.5256769963115917,0.6718577598436367,0.7150811038974091,0.7086120823817127
tn3k_07164549ce,tn3k,0.7726114649681529,0.9132802681189778,0.8985985160758451,1.0,0.9464812473662031,0.9531772575250836
tn3k_242c29b639,tn3k,0.8835120047071655,0.9260408163265306,0.9101996277039605,0.987932473201104,0.9480012727546765,0.9060098936954005
tn3k_4501e10e3f,tn3k,0.8305692949277471,0.8095824777549624,0.6813364055299539,0.9866359447004608,0.902835538752363,0.879710893133712
tn3k_398c97384e,tn3k,0.8380197865240893,0.6817855947999809,0.5456110154905336,0.8213042646777586,0.8195193072369003,0.6807581272750094
tn3k_2e8606665e,tn3k,0.9001848428835489,0.6294793779580797,0.47043961596766043,0.9843355229914098,0.9054314860766474,0.7787719839555692
tn3k_e82f9f01a7,tn3k,0.8128460686600222,0.8495238095238096,0.7388999337309476,0.9728296885354539,0.9378342245989305,0.9172625127681308
tn3k_c1be980a7c,tn3k,0.7595907928388747,0.9418509418509419,0.968013468013468,1.0,0.8835098335854765,0.8963391136801542
tn3k_c1be980a7c,tn3k,0.8403525954946132,0.47022428460943544,0.3400447427293065,0.959731543624161,0.8950542822677925,0.6532137518684604
tn3k_75f6fec10b,tn3k,0.8126984126984127,0.9102312818502548,0.8923904688700999,0.9838585703305149,0.9287321830457614,0.8826990976853668
tn3k_a66f54501a,tn3k,0.8671154473473504,0.9122014202711427,0.8687662248941113,0.9987703238147287,0.941792618629174,0.9568938081261714
tn3k_be632d42a2,tn3k,0.738398445931362,0.7388768898488121,1.0,1.0,0.8843689049874617,0.8601511879049676
tn3k_123cbf01bd,tn3k,0.6832025373073639,0.7014771927925978,0.7715748125223187,1.0,0.9472105232792938,0.8037552606021366
tn3k_123cbf01bd,tn3k,0.6495084897229669,0.6312407315867523,0.7028068244358833,1.0,0.8748035620743845,0.8416289592760181
tn3k_8f32288f9c,tn3k,0.7872630780894617,0.7853707414829659,0.7548151001540832,1.0,0.8818542762098938,0.9243353783231084
