method,uid,dataset,modality,dice,iou,hd95,assd,bf1,area_err,match_iou,n_gt,n_pred,n_miss,n_fp,pred_pt_err,rough_pt_err
refiner_gtbox__detstats,tg3k_7d48d24655,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_7d48d24655,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_7d48d24655,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_5eeec15e08,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_5eeec15e08,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_5eeec15e08,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_5eeec15e08,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_5eeec15e08,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_5eeec15e08,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_5eeec15e08,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_5eeec15e08,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_e128e22fd3,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_e128e22fd3,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_e128e22fd3,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_e128e22fd3,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_e128e22fd3,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_e128e22fd3,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_e128e22fd3,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_e128e22fd3,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_c5f24049d5,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_c5f24049d5,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_c5f24049d5,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_c5f24049d5,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_c5f24049d5,tg3k,thyroid,0.7121609798775154,0.5529891304347826,7.0,2.83041667530608,0.4450352253090522,0.14748784440842788,0.55298912525177,1,1,,,2.9231793880462646,5.258640766143799
refiner_gtbox__detstats,tg3k_c5f24049d5,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_c5f24049d5,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_c5f24049d5,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_a0def82fea,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_a0def82fea,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_a0def82fea,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_a0def82fea,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_a0def82fea,tg3k,thyroid,0.687537871137144,0.5238534933825792,15.811388300841896,7.140344010940516,0.20769230769230768,0.2305218012866333,0.5238534808158875,1,1,,,7.145782470703125,8.630290985107422
refiner_gtbox__detstats,tg3k_a0def82fea,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_a0def82fea,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_a0def82fea,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_668c4812f8,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_668c4812f8,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_668c4812f8,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_668c4812f8,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_668c4812f8,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_668c4812f8,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_668c4812f8,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_668c4812f8,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_9d4a04319c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_9d4a04319c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_9d4a04319c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_9d4a04319c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_9d4a04319c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_9d4a04319c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_9d4a04319c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_9d4a04319c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_ddc6c7a5b7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_ddc6c7a5b7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_ddc6c7a5b7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_ddc6c7a5b7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_ddc6c7a5b7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_ddc6c7a5b7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_ddc6c7a5b7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_ddc6c7a5b7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
