method,uid,dataset,modality,match_iou,n_gt,n_pred,dice,iou,hd95,assd,bf1,area_err,pred_pt_err,n_miss,n_fp,rough_pt_err
refiner_gtbox__detstats,busi_70e63630b2,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_70e63630b2,busi,breast,0.7608850002288818,1,1,0.8642074875131742,0.7608850014524093,64.89606151103,16.063218659591087,0.21849395239953182,0.2284800467578011,18.69585418701172,,,18.69585418701172
rough_otsu_gtbox__detstats,busi_70e63630b2,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_d6ece3a2e2,busi,breast,0.936942458152771,1,1,0.9674448149912657,0.9369424792371578,5.830951894845301,2.2532051965319564,0.5353640523983632,0.013214685351947567,2.8278043270111084,,,
yolo26n_seg__detstats,busi_d6ece3a2e2,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_d6ece3a2e2,busi,breast,0.9262847304344177,1,1,0.9617318811348662,0.9262847078325736,6.0,2.593618907357399,0.44395456476915923,0.018596472531571377,3.073744297027588,,,2.5256009101867676
seg_refiner__detstats,busi_d6ece3a2e2,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_d6ece3a2e2,busi,breast,0.9397639632225037,1,1,0.9689467168857165,0.9397639605579114,5.0990195135927845,2.0559573589708777,0.5810581235255755,0.02307241434432781,2.7543981075286865,,,8.071435928344727
refiner__detstats,busi_d6ece3a2e2,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_d6ece3a2e2,busi,breast,0.827459454536438,1,1,0.9055844643527707,0.8274594382628303,20.37101647241994,5.649219574371417,0.30550784381083246,0.013427825438269302,8.002988815307617,,,8.002988815307617
rough_otsu__detstats,busi_d6ece3a2e2,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_d6ece3a2e2,busi,breast,0.9349038600921631,1,1,0.9663569023569023,0.9349038411424402,5.0,2.215588811108106,0.5199242838185935,0.0217935738263974,2.6674633026123047,,,13.380873680114746
refiner_box__detstats,busi_d6ece3a2e2,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_d6ece3a2e2,busi,breast,0.9309383630752563,1,1,0.9642341532510692,0.9309383547233326,5.385164807134504,2.370555526790243,0.4918985670790129,0.04385357276069697,2.820280075073242,,,9.692546844482422
refiner_gtbox__detstats,busi_d6ece3a2e2,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_d6ece3a2e2,busi,breast,0.8076691627502441,1,1,0.8936028378925315,0.8076691341022552,23.021728866442675,8.35118847046942,0.29651018380526584,0.2381307614429584,9.64536190032959,,,9.64536190032959
rough_otsu_gtbox__detstats,busi_d6ece3a2e2,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_21ebb876bc,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
yolo26n_seg__detstats,busi_21ebb876bc,busi,breast,,1,1,,,,,,,,1.0,1.0,
seg_refiner,busi_21ebb876bc,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
seg_refiner__detstats,busi_21ebb876bc,busi,breast,,1,1,,,,,,,,1.0,1.0,
refiner,busi_21ebb876bc,busi,breast,0.7980813980102539,1,1,0.8877033181522447,0.7980814225549836,10.0,3.3247067971527553,0.48956635148353445,0.08401894789329345,3.571479320526123,,,6.76724100112915
refiner__detstats,busi_21ebb876bc,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_21ebb876bc,busi,breast,0.6353330016136169,1,1,0.7770075101097631,0.6353330184222957,17.0,6.167958310038042,0.35955056179775274,0.2737471952131638,6.757181167602539,,,6.757181167602539
rough_otsu__detstats,busi_21ebb876bc,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_21ebb876bc,busi,breast,0.8189129829406738,1,1,0.9004421814283801,0.81891299049476,10.198039027185569,2.8802968445259207,0.625659050966608,0.1393667414609823,3.0694847106933594,,,6.031436920166016
refiner_box__detstats,busi_21ebb876bc,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_21ebb876bc,busi,breast,0.8186826109886169,1,1,0.9003029105755301,0.8186826347305389,10.246834584086285,2.8342717869239964,0.5973956235736341,0.10695587135377711,3.1279397010803223,,,5.929895401000977
refiner_gtbox__detstats,busi_21ebb876bc,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_21ebb876bc,busi,breast,0.6951795816421509,1,1,0.820183997769724,0.695179584120983,15.246302301563484,5.300873481425313,0.354395781079169,0.21141859885315384,5.925619125366211,,,5.925619125366211
rough_otsu_gtbox__detstats,busi_21ebb876bc,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_7a078fba05,busi,breast,0.7599760293960571,1,1,0.8636208825962146,0.7599760232916596,11.0,5.817237430078132,0.12810520078399198,0.31583098591549297,6.085694789886475,,,
yolo26n_seg__detstats,busi_7a078fba05,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_7a078fba05,busi,breast,0.7500424981117249,1,1,0.8571706085182846,0.7500424953255141,14.0,6.197861862280754,0.17821169677838936,0.32011267605633803,6.1976776123046875,,,5.698768138885498
seg_refiner__detstats,busi_7a078fba05,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_7a078fba05,busi,breast,0.7897376418113708,1,1,0.8825177624337036,0.7897376197725441,11.40175425099138,4.996056755533465,0.25042301184433163,0.251943661971831,4.91814661026001,,,2.794045925140381
refiner__detstats,busi_7a078fba05,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_7a078fba05,busi,breast,0.8728363513946533,1,1,0.9321010345008665,0.8728363493312352,7.211102550927978,2.6725828845143917,0.5219613590939373,0.14569014084507043,2.7723515033721924,,,2.7723515033721924
rough_otsu__detstats,busi_7a078fba05,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_7a078fba05,busi,breast,0.7486955523490906,1,1,0.8562903541381335,0.7486955777948849,15.524174696260024,6.326166280298342,0.2673848020692518,0.3035492957746479,6.176624774932861,,,14.695805549621582
refiner_box__detstats,busi_7a078fba05,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_7a078fba05,busi,breast,0.816452145576477,1,1,0.8989525569932224,0.8164521544487968,10.198039027185569,4.264451817129205,0.3744133220416788,0.1944788732394366,3.9738576412200928,,,2.2657594680786133
refiner_gtbox__detstats,busi_7a078fba05,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_7a078fba05,busi,breast,0.8902598023414612,1,1,0.9419443854807896,0.8902598053967299,6.062071897723665,2.2795974950374633,0.574991416814844,0.12326760563380282,2.3200759887695312,,,2.3200759887695312
rough_otsu_gtbox__detstats,busi_7a078fba05,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_a262591d26,busi,breast,0.8944488763809204,1,1,0.9442839951865223,0.8944488772369771,6.4031242374328485,2.5735155973207027,0.5904639739699028,0.06690710110682752,2.895291566848755,,,
yolo26n_seg__detstats,busi_a262591d26,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_a262591d26,busi,breast,0.9286224246025085,1,1,0.9629903774981495,0.9286224125624554,4.123105625617661,1.6599139714581908,0.6836124935338294,0.016167143390125607,1.8308899402618408,,,2.980666399002075
seg_refiner__detstats,busi_a262591d26,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_a262591d26,busi,breast,0.9165595173835754,1,2,0.9564634146341463,0.9165595418955241,5.0,1.9633124187933992,0.6205563035320405,0.03954731998507648,2.369401454925537,,,3.013979911804199
refiner__detstats,busi_a262591d26,busi,breast,,1,2,,,,,,,,0.0,1.0,
rough_otsu,busi_a262591d26,busi,breast,0.8879247307777405,1,2,0.9406357221466951,0.8879247127841603,7.654668419872444,2.5436804008689977,0.6011891465425873,0.07897027732869046,3.0020699501037598,,,3.0020699501037598
rough_otsu__detstats,busi_a262591d26,busi,breast,,1,2,,,,,,,,0.0,1.0,
refiner_box,busi_a262591d26,busi,breast,0.9129926562309265,1,2,0.9545176671964788,0.9129926324406502,7.810249675906654,2.0978515267194506,0.6568939643497675,0.034324089043651286,2.3479409217834473,,,7.86063814163208
refiner_box__detstats,busi_a262591d26,busi,breast,,1,2,,,,,,,,0.0,1.0,
refiner_gtbox,busi_a262591d26,busi,breast,0.9138778448104858,1,1,0.9550012227928589,0.913877837584835,5.385164807134504,2.1009887876993476,0.5963854183790893,0.03407536376072628,2.3826498985290527,,,2.1195497512817383
refiner_gtbox__detstats,busi_a262591d26,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_a262591d26,busi,breast,0.9148276448249817,1,1,0.9555195856264164,0.9148276717084056,6.324555320336759,1.9405448513469916,0.6716761275963004,0.07921900261161548,2.1073012351989746,,,2.1073012351989746
rough_otsu_gtbox__detstats,busi_a262591d26,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_b7e3e20601,busi,breast,0.9583975076675415,1,1,0.978756884343037,0.9583975346687211,6.4031242374328485,2.3420928000264425,0.5611070032745326,0.00608793686583991,2.697500467300415,,,
yolo26n_seg__detstats,busi_b7e3e20601,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_b7e3e20601,busi,breast,0.9596114158630371,1,1,0.9793895068312256,0.959611441766029,7.0,2.267518594212235,0.5788471145105683,0.01793584093471354,2.9466099739074707,,,2.675178050994873
seg_refiner__detstats,busi_b7e3e20601,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_b7e3e20601,busi,breast,0.9482447504997253,1,1,0.9734349494172324,0.9482447789008852,9.848857801796104,3.0025940742123596,0.4956011730205278,0.02851286256021318,3.2501187324523926,,,6.2363057136535645
refiner__detstats,busi_b7e3e20601,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_b7e3e20601,busi,breast,0.9231447577476501,1,1,0.9600366822906052,0.9231447551488311,18.002775637731993,4.395803125778595,0.4538144867709266,0.011683919237470534,6.2278008460998535,,,6.2278008460998535
rough_otsu__detstats,busi_b7e3e20601,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_b7e3e20601,busi,breast,0.9153059124946594,1,1,0.9557803796748892,0.9153059002830394,13.897835632609945,5.073715211621202,0.29582886350728843,0.016459977452085682,5.255563735961914,,,20.781208038330078
refiner_box__detstats,busi_b7e3e20601,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_b7e3e20601,busi,breast,0.9456495642662048,1,1,0.9720656472859768,0.9456495395055744,10.0,3.168276893742538,0.5112234105065226,0.025356154555703597,3.3430418968200684,,,6.540746688842773
refiner_gtbox__detstats,busi_b7e3e20601,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_b7e3e20601,busi,breast,0.9192888736724854,1,1,0.9579473860419816,0.919288885427214,20.12461179749811,4.5821149002537975,0.4274319495386548,0.02043660961361074,6.531184196472168,,,6.531184196472168
rough_otsu_gtbox__detstats,busi_b7e3e20601,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_1e01f78c06,busi,breast,0.7789230942726135,1,1,0.8757243021563699,0.778923091405441,21.0,6.627106499646981,0.3295695213684476,0.11665337851305561,4.992487907409668,,,
yolo26n_seg__detstats,busi_1e01f78c06,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_1e01f78c06,busi,breast,0.7469677925109863,1,1,0.8551592051711755,0.7469677959012966,28.41123385113958,8.533646858971998,0.30021773254341994,0.12671915487343033,6.830328941345215,,,5.684817314147949
seg_refiner__detstats,busi_1e01f78c06,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_1e01f78c06,busi,breast,0.7109459638595581,1,1,0.8310559947465461,0.7109459401063049,26.154209565011815,9.939711646978811,0.18508460817379707,0.027058002790512257,8.603904724121094,,,10.002706527709961
refiner__detstats,busi_1e01f78c06,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_1e01f78c06,busi,breast,0.7051237225532532,1,1,0.8270645847755301,0.705123721255574,27.730849247724095,8.004964728260704,0.3220818453282332,0.05645804265497309,9.848848342895508,,,9.848848342895508
rough_otsu__detstats,busi_1e01f78c06,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_1e01f78c06,busi,breast,0.7490333318710327,1,1,0.8565112117064955,0.7490333271957282,37.84147051431423,8.970617079215035,0.2471504730323438,0.10663743272872235,6.179697036743164,,,17.40001678466797
refiner_box__detstats,busi_1e01f78c06,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_1e01f78c06,busi,breast,0.6894202828407288,1,1,0.8161619741709678,0.6894203061262677,28.54547839722712,10.440801880966568,0.16237948397673602,0.2495016942395854,11.067078590393066,,,12.90007495880127
refiner_gtbox__detstats,busi_1e01f78c06,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_1e01f78c06,busi,breast,0.6797056198120117,1,1,0.8093151645270122,0.679705611775529,37.82835094334715,9.46907575552297,0.2996736739835315,0.2745664739884393,12.754544258117676,,,12.754544258117676
rough_otsu_gtbox__detstats,busi_1e01f78c06,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_a0d580339e,busi,breast,0.7615253925323486,1,1,0.8646204095305892,0.7615254112266726,24.203304148035457,6.764755015981711,0.20349605234862214,0.0694107452339688,6.6223578453063965,,,
yolo26n_seg__detstats,busi_a0d580339e,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_a0d580339e,busi,breast,0.5872347950935364,1,1,0.7399469897765998,0.5872348097842418,30.02664818303498,11.646362660133416,0.21291696238466998,0.2885615251299827,12.424241065979004,,,8.603986740112305
seg_refiner__detstats,busi_a0d580339e,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_a0d580339e,busi,breast,0.0,1,0,0.0,0.0,,,0.0,,,,,
refiner__detstats,busi_a0d580339e,busi,breast,,1,0,,,,,,,,1.0,0.0,
rough_otsu,busi_a0d580339e,busi,breast,0.0,1,0,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,busi_a0d580339e,busi,breast,,1,0,,,,,,,,1.0,0.0,
refiner_gtbox,busi_a0d580339e,busi,breast,0.5964251756668091,1,1,0.7472008987081071,0.5964251554280249,26.183950382636077,12.050522290986152,0.1111902693310165,0.3141247833622184,12.294412612915039,,,8.757530212402344
refiner_gtbox__detstats,busi_a0d580339e,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_a0d580339e,busi,breast,0.6382464170455933,1,1,0.7791824526420738,0.6382464393048478,29.732137494637012,7.523889451917817,0.27668505511299996,0.17287694974003467,8.63620376586914,,,8.63620376586914
rough_otsu_gtbox__detstats,busi_a0d580339e,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_c9ddf3ff26,busi,breast,0.8800995349884033,1,1,0.9362265312403817,0.8800995312771251,23.380525678727462,7.2234206807481085,0.28401859004209234,0.07062689285219423,7.288023471832275,,,
yolo26n_seg__detstats,busi_c9ddf3ff26,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_c9ddf3ff26,busi,breast,0.8739186525344849,1,1,0.9327178015533859,0.8739186345569324,17.642068430849573,7.209026954581984,0.12996996918406467,0.09622122369801461,7.002172470092773,,,6.704763889312744
seg_refiner__detstats,busi_c9ddf3ff26,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_c9ddf3ff26,busi,breast,0.8128728270530701,1,1,0.8967786412634745,0.8128728057717435,38.245900986993604,10.696112060816924,0.19828326180257508,0.10495061264078862,10.269632339477539,,,23.17715072631836
refiner__detstats,busi_c9ddf3ff26,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_c9ddf3ff26,busi,breast,0.6891271471977234,1,1,0.8159565012809118,0.6891271327139779,49.64876634922564,18.371421544754046,0.0987537948303418,0.10694986044854411,23.199066162109375,,,23.199066162109375
rough_otsu__detstats,busi_c9ddf3ff26,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_c9ddf3ff26,busi,breast,0.8861767053604126,1,1,0.9396539540893581,0.8861766945925362,14.317821063276353,6.432601246404732,0.2419134798102843,0.03911399671410756,6.621809482574463,,,20.027109146118164
refiner_box__detstats,busi_c9ddf3ff26,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_c9ddf3ff26,busi,breast,0.811090350151062,1,1,0.895692858125774,0.8110903426791277,27.825321002177443,10.358529938734755,0.2005797580566167,0.013856172925038105,11.796987533569336,,,22.25844383239746
refiner_gtbox__detstats,busi_c9ddf3ff26,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_c9ddf3ff26,busi,breast,0.7011798620223999,1,1,0.8243453757082048,0.7011798862312847,51.62363799656123,16.45055775793142,0.16818201871362853,0.005047605851263881,22.299348831176758,,,22.299348831176758
rough_otsu_gtbox__detstats,busi_c9ddf3ff26,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_086f5ac9a7,busi,breast,0.7766866683959961,1,2,0.8743091003413669,0.7766866558186639,67.87188299741311,19.118212278550672,0.13264646286238552,0.0651928772351578,24.000181198120117,,,
yolo26n_seg__detstats,busi_086f5ac9a7,busi,breast,,1,2,,,,,,,,0.0,1.0,
seg_refiner,busi_086f5ac9a7,busi,breast,0.7166324853897095,1,2,0.8349282628925402,0.7166324924896286,45.349751607083974,18.815718273010994,0.13050592832386354,0.21561605472186768,20.123878479003906,,,27.94510269165039
seg_refiner__detstats,busi_086f5ac9a7,busi,breast,,1,2,,,,,,,,0.0,1.0,
refiner,busi_086f5ac9a7,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
refiner__detstats,busi_086f5ac9a7,busi,breast,,1,1,,,,,,,,1.0,1.0,
rough_otsu,busi_086f5ac9a7,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,busi_086f5ac9a7,busi,breast,,1,1,,,,,,,,1.0,1.0,
refiner_box,busi_086f5ac9a7,busi,breast,0.5035629868507385,1,1,0.6698262734251174,0.5035630008644658,111.58221767809029,41.16738188380076,0.03706397306397306,0.4050855648768882,33.48862838745117,,,43.7047119140625
refiner_box__detstats,busi_086f5ac9a7,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_086f5ac9a7,busi,breast,0.8296540975570679,1,1,0.9068972216825335,0.8296541182325549,41.0,12.720258715796852,0.15940749426635167,0.08659339025266732,11.86037826538086,,,21.972972869873047
refiner_gtbox__detstats,busi_086f5ac9a7,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_086f5ac9a7,busi,breast,0.702968418598175,1,1,0.8255800941315867,0.7029684101966236,77.0,23.2185274935259,0.11222933821286978,0.11751074982341789,22.078826904296875,,,22.078826904296875
rough_otsu_gtbox__detstats,busi_086f5ac9a7,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_55fa62f005,busi,breast,0.732663631439209,1,1,0.8457078735739667,0.7326636422553467,18.21162697096761,7.194134373170748,0.2021823180685626,0.2641019397776155,6.030670642852783,,,
yolo26n_seg__detstats,busi_55fa62f005,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_55fa62f005,busi,breast,0.7223256826400757,1,1,0.8387794442616013,0.7223256943882096,23.668266021971565,7.6925261377295335,0.20347952407304923,0.2737602467332197,6.0201921463012695,,,6.103243350982666
seg_refiner__detstats,busi_55fa62f005,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_55fa62f005,busi,breast,0.6851851940155029,1,1,0.8131868131868132,0.6851851851851852,23.79789213517281,8.575210649673469,0.16872916666666668,0.3086600113627141,7.309779167175293,,,9.881447792053223
refiner__detstats,busi_55fa62f005,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_55fa62f005,busi,breast,0.6030973792076111,1,1,0.7524151535076627,0.6030973810102975,21.0427367810254,10.685751244492781,0.04597701149425287,0.39534128723317913,9.82435417175293,,,9.82435417175293
rough_otsu__detstats,busi_55fa62f005,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_55fa62f005,busi,breast,0.7335202097892761,1,1,0.846278242387839,0.733520224269123,19.161020201586712,7.252970512111148,0.2135451991086135,0.24340556772989205,5.779674530029297,,,7.435839653015137
refiner_box__detstats,busi_55fa62f005,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_55fa62f005,busi,breast,0.6974868774414062,1,1,0.8217876579651324,0.6974868864010021,18.800244433464517,7.711631625655339,0.2097270675148779,0.24024024024024024,8.072765350341797,,,11.87022590637207
refiner_gtbox__detstats,busi_55fa62f005,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_55fa62f005,busi,breast,0.5718388557434082,1,1,0.7276049518066785,0.5718388741293889,33.24154027718932,10.31978112592216,0.14262065452693237,0.22327733138543948,11.847508430480957,,,11.847508430480957
rough_otsu_gtbox__detstats,busi_55fa62f005,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_f8c677f4cb,busi,breast,0.8108237385749817,1,1,0.8955302829939169,0.810823754789272,8.764151235892408,3.250075956764502,0.41855826764175136,0.1609922178988327,3.5907585620880127,,,
yolo26n_seg__detstats,busi_f8c677f4cb,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_f8c677f4cb,busi,breast,0.7847609519958496,1,1,0.8794017675050986,0.7847609803445765,9.433981132056603,3.6525212409175403,0.32,0.21133268482490272,3.48905873298645,,,3.1229665279388428
seg_refiner__detstats,busi_f8c677f4cb,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_f8c677f4cb,busi,breast,0.7149805426597595,1,1,0.8338060124787294,0.7149805447470817,10.770329614269007,4.898355307246557,0.15467625899280577,0.2850194552529183,5.124979019165039,,,5.167910099029541
