method,uid,dataset,modality,match_iou,n_gt,n_pred,dice,iou,hd95,assd,bf1,area_err,pred_pt_err,n_miss,n_fp,rough_pt_err
seg_refiner,ddti_e217109e28,ddti,thyroid,0.5157520174980164,1,2,0.6805229634596044,0.5157520325203252,15.231546211727817,5.951287309144703,0.26798060055721806,0.5561268209083119,6.842617511749268,,,7.728521823883057
seg_refiner__detstats,ddti_e217109e28,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
refiner,ddti_e217109e28,ddti,thyroid,0.5524115562438965,1,2,0.7116818558409279,0.5524115755627009,13.061313135917418,4.784447066762905,0.4836477529317503,0.06855184233076264,4.855899810791016,,,8.492826461791992
refiner__detstats,ddti_e217109e28,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
rough_otsu,ddti_e217109e28,ddti,thyroid,0.0,1,2,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,ddti_e217109e28,ddti,thyroid,,1,2,,,,,,,,1.0,2.0,
refiner_box,ddti_e217109e28,ddti,thyroid,0.5942184329032898,1,2,0.7454667562122229,0.5942184154175589,14.524990489369193,4.821316538077724,0.4426666666666667,0.5518423307626392,5.63461971282959,,,12.309896469116211
refiner_box__detstats,ddti_e217109e28,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
refiner_gtbox,ddti_e217109e28,ddti,thyroid,0.6735814809799194,1,1,0.8049580751002552,0.673581452104942,10.665191763118239,3.529164712098797,0.5029827315541602,0.350471293916024,3.9906954765319824,,,4.760734558105469
refiner_gtbox__detstats,ddti_e217109e28,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_e217109e28,ddti,thyroid,0.6570945978164673,1,1,0.7930682976554536,0.6570945945945946,12.35044194594679,4.202832651715388,0.4685749366894329,0.5218508997429306,4.771584510803223,,,4.771584510803223
rough_otsu_gtbox__detstats,ddti_e217109e28,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,ddti_27df9b9068,ddti,thyroid,0.5818867683410645,1,2,0.7356870229007634,0.5818867924528301,14.32994099904059,4.017764365969828,0.5266666666666667,0.5623471882640587,3.835937023162842,,,
yolo26n_seg__detstats,ddti_27df9b9068,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
seg_refiner,ddti_27df9b9068,ddti,thyroid,0.6323024034500122,1,2,0.7747368421052632,0.6323024054982818,9.776452837537915,3.3830355373604837,0.44224422442244227,0.32273838630806845,4.041172027587891,,,5.492181777954102
seg_refiner__detstats,ddti_27df9b9068,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
refiner,ddti_27df9b9068,ddti,thyroid,0.7301037907600403,1,2,0.844,0.7301038062283737,7.028427124746188,2.0507044617657018,0.6877470355731226,0.16625916870415647,1.7630435228347778,,,2.3810367584228516
refiner__detstats,ddti_27df9b9068,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
rough_otsu,ddti_27df9b9068,ddti,thyroid,0.7125867009162903,1,2,0.8321759259259259,0.7125867195242814,5.4802561119597595,2.428885694001547,0.5848413881200767,0.11246943765281174,2.3784849643707275,,,2.3784849643707275
rough_otsu__detstats,ddti_27df9b9068,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
refiner_box,ddti_27df9b9068,ddti,thyroid,0.7426900863647461,1,2,0.8523489932885906,0.7426900584795322,7.0,1.9301018046401808,0.7273191055182382,0.1784841075794621,1.7240989208221436,,,2.452862024307251
refiner_box__detstats,ddti_27df9b9068,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
refiner_gtbox,ddti_27df9b9068,ddti,thyroid,0.6806039214134216,1,1,0.8099516240497581,0.6806039488966318,7.280109889280518,2.2322102851724024,0.6270612646063122,0.2310513447432763,2.424835205078125,,,2.8307905197143555
refiner_gtbox__detstats,ddti_27df9b9068,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_27df9b9068,ddti,thyroid,0.5136054158210754,1,1,0.6786516853932584,0.5136054421768708,9.899494936611665,2.953238475734462,0.60932944606414,0.36797066014669927,2.84887957572937,,,2.84887957572937
rough_otsu_gtbox__detstats,ddti_27df9b9068,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,ddti_4d1fb97d3c,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
yolo26n_seg__detstats,ddti_4d1fb97d3c,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
seg_refiner,ddti_4d1fb97d3c,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
seg_refiner__detstats,ddti_4d1fb97d3c,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
refiner,ddti_4d1fb97d3c,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
refiner__detstats,ddti_4d1fb97d3c,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
rough_otsu,ddti_4d1fb97d3c,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,ddti_4d1fb97d3c,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
refiner_box,ddti_4d1fb97d3c,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
refiner_box__detstats,ddti_4d1fb97d3c,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
refiner_gtbox,ddti_4d1fb97d3c,ddti,thyroid,0.6586875319480896,1,1,0.794227370901237,0.6586875101774955,21.274192302123787,8.359066669082495,0.19572983052624485,0.17569624787319782,8.299532890319824,,,18.320554733276367
refiner_gtbox__detstats,ddti_4d1fb97d3c,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_4d1fb97d3c,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu_gtbox__detstats,ddti_4d1fb97d3c,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
yolo26n_seg,ddti_f242f7bf6e,ddti,thyroid,0.8286420702934265,1,1,0.9062922650866233,0.828642091626428,9.848857801796104,4.211697675294273,0.3352303573768651,0.01074851074851075,4.340579509735107,,,
yolo26n_seg__detstats,ddti_f242f7bf6e,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_f242f7bf6e,ddti,thyroid,0.718489944934845,1,1,0.8361875350926445,0.7184899288384996,14.0,6.94538203476937,0.20493827160493827,0.15488215488215487,7.28574275970459,,,4.3668904304504395
seg_refiner__detstats,ddti_f242f7bf6e,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_f242f7bf6e,ddti,thyroid,0.6304125189781189,1,1,0.7733165800445485,0.6304125151317628,31.04834939252005,10.569154398436368,0.09327548806941431,0.2674177674177674,12.8505859375,,,17.235368728637695
refiner__detstats,ddti_f242f7bf6e,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu,ddti_f242f7bf6e,ddti,thyroid,0.5751984715461731,1,1,0.7303187403993856,0.5751984877126654,37.60318430617811,14.158545695116835,0.18048494329292136,0.6977466977466977,17.23764419555664,,,17.23764419555664
rough_otsu__detstats,ddti_f242f7bf6e,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_box,ddti_f242f7bf6e,ddti,thyroid,0.6288478970527649,1,1,0.7721382900469643,0.6288479262672811,31.78049716414141,10.764972861725415,0.055442616891517284,0.28865578865578867,13.139320373535156,,,17.622129440307617
refiner_box__detstats,ddti_f242f7bf6e,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_f242f7bf6e,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
refiner_gtbox__detstats,ddti_f242f7bf6e,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
rough_otsu_gtbox,ddti_f242f7bf6e,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu_gtbox__detstats,ddti_f242f7bf6e,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
yolo26n_seg,ddti_90696b2b43,ddti,thyroid,0.842615008354187,1,2,0.9145860709592641,0.8426150121065376,2.23606797749979,1.2705182365284629,0.8866931346745773,0.007853403141361256,1.2531098127365112,,,
yolo26n_seg__detstats,ddti_90696b2b43,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
seg_refiner,ddti_90696b2b43,ddti,thyroid,0.8388625383377075,1,2,0.9123711340206185,0.8388625592417062,2.8284271247461903,1.3133939978576716,0.8075461810559413,0.031413612565445025,1.6213561296463013,,,1.459735631942749
seg_refiner__detstats,ddti_90696b2b43,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
refiner,ddti_90696b2b43,ddti,thyroid,0.6909527778625488,1,2,0.8172348484848485,0.6909527622097679,7.615773105863909,2.727286756940589,0.5628465804066545,0.15706806282722513,2.6279053688049316,,,5.064866065979004
refiner__detstats,ddti_90696b2b43,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
rough_otsu,ddti_90696b2b43,ddti,thyroid,0.5986078977584839,1,2,0.7489114658925979,0.5986078886310905,9.856453372018438,4.684539523023539,0.2809397287092715,0.4048865619546248,5.071033477783203,,,5.071033477783203
rough_otsu__detstats,ddti_90696b2b43,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
refiner_box,ddti_90696b2b43,ddti,thyroid,0.6715566515922546,1,2,0.80351048269137,0.6715566422167889,8.523450915439893,2.9483834449620088,0.5451244011744707,0.21029668411867364,2.7840452194213867,,,4.895043849945068
refiner_box__detstats,ddti_90696b2b43,ddti,thyroid,,1,2,,,,,,,,0.0,1.0,
refiner_gtbox,ddti_90696b2b43,ddti,thyroid,0.7544000148773193,1,1,0.8600091199270405,0.7544,5.059411708155667,1.8974838109677539,0.629844608136599,0.08638743455497382,2.099696159362793,,,3.952549457550049
refiner_gtbox__detstats,ddti_90696b2b43,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_90696b2b43,ddti,thyroid,0.5673151612281799,1,1,0.7239324726911619,0.5673151750972762,10.198039027185569,3.1332970780412808,0.5062166962699821,0.2425828970331588,3.951658010482788,,,3.951658010482788
rough_otsu_gtbox__detstats,ddti_90696b2b43,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,ddti_ba1514aeb9,ddti,thyroid,0.8375207781791687,1,1,0.9115769252500141,0.8375207641196013,12.449111968539675,4.125076265096915,0.35901624736388754,0.13936903179016077,4.546712398529053,,,
yolo26n_seg__detstats,ddti_ba1514aeb9,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_ba1514aeb9,ddti,thyroid,0.8438735008239746,1,1,0.9153269024651661,0.8438735177865613,14.866068747318506,3.941859229127012,0.4961024785559091,0.14275353559772755,4.099667549133301,,,4.4857892990112305
seg_refiner__detstats,ddti_ba1514aeb9,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_ba1514aeb9,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
refiner__detstats,ddti_ba1514aeb9,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
rough_otsu,ddti_ba1514aeb9,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,ddti_ba1514aeb9,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
refiner_box,ddti_ba1514aeb9,ddti,thyroid,0.8394469618797302,1,1,0.9127166929324767,0.8394469840561936,7.615773105863909,3.7614109605754873,0.28382319946152124,0.005802006527257343,4.1266398429870605,,,9.684001922607422
refiner_box__detstats,ddti_ba1514aeb9,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_ba1514aeb9,ddti,thyroid,0.5260559916496277,1,1,0.6894321173373449,0.5260560146923783,28.23466502074011,10.54893565862304,0.22862054146970348,0.39296506708570045,11.1480073928833,,,14.577202796936035
refiner_gtbox__detstats,ddti_ba1514aeb9,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_ba1514aeb9,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu_gtbox__detstats,ddti_ba1514aeb9,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
yolo26n_seg,ddti_c8fbd8e3a2,ddti,thyroid,0.8760207891464233,1,1,0.9339137316976652,0.8760207869339273,14.422205101855956,3.673534032478406,0.42581888246628136,0.013989311537252436,3.233105421066284,,,
yolo26n_seg__detstats,ddti_c8fbd8e3a2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_c8fbd8e3a2,ddti,thyroid,0.8779880404472351,1,1,0.9350304958896845,0.8779880478087649,7.0,3.6879454736071633,0.22753851968784045,0.07458346431939641,4.09333610534668,,,3.785128593444824
seg_refiner__detstats,ddti_c8fbd8e3a2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_c8fbd8e3a2,ddti,thyroid,0.8737536668777466,1,1,0.9326238419722839,0.8737536762068718,8.602325267042627,3.6591567853870828,0.31212363338725074,0.0529707639107199,4.387721538543701,,,9.516040802001953
refiner__detstats,ddti_c8fbd8e3a2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu,ddti_c8fbd8e3a2,ddti,thyroid,0.7768367528915405,1,1,0.8744041944709247,0.7768367562989625,22.47220505424423,6.936806374393001,0.29693021466862185,0.02137692549512732,9.509947776794434,,,9.509947776794434
rough_otsu__detstats,ddti_c8fbd8e3a2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_box,ddti_c8fbd8e3a2,ddti,thyroid,0.8204994201660156,1,1,0.9014003531682477,0.8204994019138756,15.0,5.4342753058649835,0.2375082440878113,0.08621502672115687,5.728354454040527,,,13.354175567626953
refiner_box__detstats,ddti_c8fbd8e3a2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_c8fbd8e3a2,ddti,thyroid,0.8100489974021912,1,1,0.8950575490859851,0.8100490196078431,20.070353866779094,4.7962022074095945,0.36611893335028445,0.026642565231059415,5.13422966003418,,,11.679447174072266
refiner_gtbox__detstats,ddti_c8fbd8e3a2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_c8fbd8e3a2,ddti,thyroid,0.7383548617362976,1,1,0.849486931268151,0.738354873451804,29.598045237946994,8.143221914597973,0.28180753735934433,0.029629047469349263,11.671509742736816,,,11.671509742736816
rough_otsu_gtbox__detstats,ddti_c8fbd8e3a2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,ddti_e33a37bf51,ddti,thyroid,0.7955953478813171,1,1,0.8861632809505557,0.7955953200275292,7.0710678118654755,2.82696554877847,0.47926464300983324,0.16604400166044,3.197368621826172,,,
yolo26n_seg__detstats,ddti_e33a37bf51,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_e33a37bf51,ddti,thyroid,0.78725665807724,1,1,0.8809665280253516,0.7872566371681415,7.211102550927978,2.8259753733641544,0.5221120428530434,0.0958904109589041,2.9150147438049316,,,2.85518741607666
seg_refiner__detstats,ddti_e33a37bf51,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_e33a37bf51,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
refiner__detstats,ddti_e33a37bf51,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
rough_otsu,ddti_e33a37bf51,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,ddti_e33a37bf51,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
refiner_box,ddti_e33a37bf51,ddti,thyroid,0.7240533232688904,1,1,0.8399430547081553,0.7240532959326789,9.219544457292887,3.7565698792724267,0.27766599597585506,0.0410958904109589,3.7173233032226562,,,6.885196685791016
refiner_box__detstats,ddti_e33a37bf51,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_e33a37bf51,ddti,thyroid,0.5356072187423706,1,1,0.6975835977544544,0.5356071964017991,14.317821063276353,5.080883601746221,0.21754734270006112,0.2992943129929431,5.071732044219971,,,7.0543107986450195
refiner_gtbox__detstats,ddti_e33a37bf51,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_e33a37bf51,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu_gtbox__detstats,ddti_e33a37bf51,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
yolo26n_seg,ddti_33e5e1f317,ddti,thyroid,0.8758307099342346,1,1,0.9338057224863217,0.8758307394632792,10.0,3.1436967789127497,0.544841970158832,0.0077435620385377275,2.635624885559082,,,
yolo26n_seg__detstats,ddti_33e5e1f317,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_33e5e1f317,ddti,thyroid,0.8267370462417603,1,1,0.9051516610495908,0.8267370272647317,8.602325267042627,4.418109873928438,0.27212089490142394,0.12983972627408608,4.910102844238281,,,3.4396162033081055
seg_refiner__detstats,ddti_33e5e1f317,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_33e5e1f317,ddti,thyroid,0.5679501295089722,1,1,0.7244492208490059,0.5679501221669896,30.047345326874126,11.548336359621564,0.0821023169025035,0.3243291914280569,12.887654304504395,,,19.321226119995117
refiner__detstats,ddti_33e5e1f317,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu,ddti_33e5e1f317,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,ddti_33e5e1f317,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
refiner_box,ddti_33e5e1f317,ddti,thyroid,0.8138462901115417,1,1,0.8973707237801575,0.8138462701231955,10.353500688156402,5.262221969198553,0.23063233211055822,0.16090401584728975,6.045844554901123,,,13.062885284423828
refiner_box__detstats,ddti_33e5e1f317,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_33e5e1f317,ddti,thyroid,0.5135665535926819,1,1,0.6786177105831533,0.5135665250081726,35.34119409414458,13.74720305355882,0.04375396322130628,0.3324329191428057,14.59450912475586,,,20.28188133239746
refiner_gtbox__detstats,ddti_33e5e1f317,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_33e5e1f317,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu_gtbox__detstats,ddti_33e5e1f317,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
yolo26n_seg,ddti_cd5c4e3c0d,ddti,thyroid,0.8483353853225708,1,1,0.9179452968645764,0.8483353884093712,4.123105625617661,1.1002310586952642,0.8352272727272728,0.03795811518324607,1.5822185277938843,,,
yolo26n_seg__detstats,ddti_cd5c4e3c0d,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_cd5c4e3c0d,ddti,thyroid,0.6619170904159546,1,1,0.7965705378020265,0.6619170984455959,5.804837248042362,2.375105675790657,0.6101061197558695,0.3206806282722513,2.47688627243042,,,1.1750186681747437
seg_refiner__detstats,ddti_cd5c4e3c0d,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_cd5c4e3c0d,ddti,thyroid,0.6919060349464417,1,1,0.8179012345679012,0.6919060052219321,5.0,2.1324092513798023,0.5822306238185255,0.3036649214659686,2.317255973815918,,,2.277155876159668
refiner__detstats,ddti_cd5c4e3c0d,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu,ddti_cd5c4e3c0d,ddti,thyroid,0.7092651724815369,1,1,0.8299065420560747,0.7092651757188498,5.830951894845301,2.1868675716653057,0.6693251805574016,0.10078534031413612,2.2620832920074463,,,2.2620832920074463
rough_otsu__detstats,ddti_cd5c4e3c0d,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_box,ddti_cd5c4e3c0d,ddti,thyroid,0.812020480632782,1,1,0.8962597035991532,0.8120204603580563,3.1622776601683795,1.3181063882331037,0.8506329113924052,0.14528795811518325,1.3202447891235352,,,2.5512938499450684
refiner_box__detstats,ddti_cd5c4e3c0d,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_cd5c4e3c0d,ddti,thyroid,0.7865311503410339,1,1,0.8805120910384068,0.7865311308767471,3.605551275463989,1.47472613518651,0.747807486631016,0.15968586387434555,1.582280158996582,,,1.9369170665740967
refiner_gtbox__detstats,ddti_cd5c4e3c0d,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_cd5c4e3c0d,ddti,thyroid,0.7908902764320374,1,1,0.8832369942196532,0.7908902691511387,5.830951894845301,1.7683329318456074,0.7091807218192335,0.2643979057591623,1.9502699375152588,,,1.9502699375152588
rough_otsu_gtbox__detstats,ddti_cd5c4e3c0d,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,ddti_939c619c88,ddti,thyroid,0.807129442691803,1,1,0.8932724252491694,0.8071294559099437,11.187008318073234,5.340120554186116,0.20655134515219573,0.171815107102593,5.897700309753418,,,
yolo26n_seg__detstats,ddti_939c619c88,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_939c619c88,ddti,thyroid,0.8269211053848267,1,1,0.9052619628767667,0.8269210826506274,12.083045973594572,4.316498262522067,0.35841059602649006,0.013866967305524239,4.568109512329102,,,5.770148277282715
seg_refiner__detstats,ddti_939c619c88,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_939c619c88,ddti,thyroid,0.7899167537689209,1,1,0.8826296156133427,0.7899167795626089,11.40175425099138,4.987731782272648,0.2705454927699049,0.08534385569334836,5.719212055206299,,,11.821857452392578
refiner__detstats,ddti_939c619c88,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu,ddti_939c619c88,ddti,thyroid,0.5669711828231812,1,1,0.7236523652365237,0.5669712118600241,26.0,8.396759977106223,0.15021966082479096,0.0496054114994363,11.746726989746094,,,11.746726989746094
rough_otsu__detstats,ddti_939c619c88,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_box,ddti_939c619c88,ddti,thyroid,0.806374192237854,1,1,0.892809693362385,0.8063741960257271,12.643153312946918,5.187648667177502,0.17647058823529413,0.1214205186020293,5.647713661193848,,,15.378101348876953
refiner_box__detstats,ddti_939c619c88,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_939c619c88,ddti,thyroid,0.7373747825622559,1,1,0.8488379076331752,0.7373747913188647,15.0,6.303938002902551,0.2363150867823765,0.12277339346110484,6.036342620849609,,,12.651350021362305
refiner_gtbox__detstats,ddti_939c619c88,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_939c619c88,ddti,thyroid,0.5161736607551575,1,1,0.6808898870096147,0.5161736539689296,25.830155926682828,10.81376745180907,0.19416405123420136,0.3935738444193912,12.648711204528809,,,12.648711204528809
rough_otsu_gtbox__detstats,ddti_939c619c88,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,ddti_a0e522ad71,ddti,thyroid,0.7753973007202148,1,1,0.8734915793661319,0.7753972925250148,19.849433241279208,5.182067776625684,0.5214105793450882,0.252389486260454,3.481069564819336,,,
yolo26n_seg__detstats,ddti_a0e522ad71,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_a0e522ad71,ddti,thyroid,0.8031100630760193,1,1,0.8908053782425642,0.8031100771397086,10.44030650891055,4.508429497351481,0.3066998275254186,0.19922341696535245,5.461459159851074,,,6.987915992736816
seg_refiner__detstats,ddti_a0e522ad71,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_a0e522ad71,ddti,thyroid,0.5120973587036133,1,1,0.6773338568764111,0.512097372717827,30.0,9.775709550018965,0.2483085404469554,0.4786439665471924,9.893793106079102,,,10.120556831359863
refiner__detstats,ddti_a0e522ad71,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu,ddti_a0e522ad71,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,ddti_a0e522ad71,ddti,thyroid,,1,1,,,,,,,,1.0,1.0,
refiner_box,ddti_a0e522ad71,ddti,thyroid,0.7837062478065491,1,1,0.8787391444194275,0.7837062535857716,14.0,4.808077077180615,0.3716489166360632,0.14277180406212664,4.683413982391357,,,5.157698154449463
refiner_box__detstats,ddti_a0e522ad71,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_a0e522ad71,ddti,thyroid,0.8209612965583801,1,1,0.9016790316282702,0.8209613196814562,12.0,3.9566802658203355,0.39588942398847216,0.08766427718040622,3.8125951290130615,,,5.054380893707275
refiner_gtbox__detstats,ddti_a0e522ad71,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_a0e522ad71,ddti,thyroid,0.8175824284553528,1,1,0.8996372430471584,0.8175824175824176,13.549724247153833,4.518691919409755,0.4453350920805641,0.22311827956989247,5.041074752807617,,,5.041074752807617
rough_otsu_gtbox__detstats,ddti_a0e522ad71,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,ddti_37e3d077d2,ddti,thyroid,0.918554961681366,1,1,0.957548774077853,0.9185549887293867,7.683839905378852,2.744123954786767,0.5959780621572213,0.0519785580919111,2.3400375843048096,,,
yolo26n_seg__detstats,ddti_37e3d077d2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
seg_refiner,ddti_37e3d077d2,ddti,thyroid,0.8314263224601746,1,1,0.9079549914954861,0.831426346372731,19.697715603592208,5.979436237341742,0.23304075661699664,0.15864602782629644,5.188338279724121,,,2.871676206588745
seg_refiner__detstats,ddti_37e3d077d2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner,ddti_37e3d077d2,ddti,thyroid,0.6899229288101196,1,1,0.8165140882698678,0.6899229472670358,22.80350850198276,10.63368132634327,0.047967714038627846,0.30916099500090344,11.382844924926758,,,16.219697952270508
refiner__detstats,ddti_37e3d077d2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu,ddti_37e3d077d2,ddti,thyroid,0.5248028635978699,1,1,0.6883550091825644,0.5248028346096697,39.0,13.850259144300468,0.12040435258515228,0.3930012648316569,16.24319076538086,,,16.24319076538086
rough_otsu__detstats,ddti_37e3d077d2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_box,ddti_37e3d077d2,ddti,thyroid,0.7704029679298401,1,1,0.8703136694563517,0.7704029392278504,17.589405445582603,8.271896189905302,0.15989497866754185,0.2295970607721496,8.110594749450684,,,7.475147724151611
refiner_box__detstats,ddti_37e3d077d2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,ddti_37e3d077d2,ddti,thyroid,0.7231138944625854,1,1,0.8393106335473067,0.7231139164412383,16.41033977041811,9.294707153258384,0.05751068928252596,0.27356501837017405,10.220108032226562,,,15.312297821044922
refiner_gtbox__detstats,ddti_37e3d077d2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,ddti_37e3d077d2,ddti,thyroid,0.5432091951370239,1,1,0.7039994058449998,0.5432091690544413,39.03068873517377,13.234646623306467,0.2948539638386648,0.3780642052641089,15.254554748535156,,,15.254554748535156
rough_otsu_gtbox__detstats,ddti_37e3d077d2,ddti,thyroid,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,ddti_4c301e1cf4,ddti,thyroid,0.0,1,1,0.0,0.0,,,0.0,,,,,
